match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Brighton & Hove Albion FC vs Wolverhampton Wanderers FC,Brighton & Hove Albion FC,Wolverhampton Wanderers FC,2026-05-09 14:00:00+00:00,Away Win,0.599145770072937,9.6,0.10416666666666667,0.4949791034062703,4.751799392700195,13.813370327616848,0.599145770072937
West Ham United FC vs Arsenal FC,West Ham United FC,Arsenal FC,2026-05-10 15:30:00+00:00,Home Win,0.8539887070655823,5.6,0.17857142857142858,0.6754172784941537,3.7823367595672606,20.55617804112642,0.8539887070655823
Everton FC vs Manchester City FC,Everton FC,Manchester City FC,2026-05-04 19:00:00+00:00,Home Win,0.581375241279602,6.8,0.14705882352941177,0.43431641775019025,2.953351640701294,12.729963968540059,0.581375241279602
Sunderland AFC vs Manchester United FC,Sunderland AFC,Manchester United FC,2026-05-09 14:00:00+00:00,Home Win,0.9457205533981323,4.1,0.24390243902439027,0.7018181143737421,2.8774542689323424,23.2052763623576,0.9457205533981323
Burnley FC vs Aston Villa FC,Burnley FC,Aston Villa FC,2026-05-10 13:00:00+00:00,Home Win,0.509194016456604,5.5,0.18181818181818182,0.3273758346384222,1.800567090511322,10.003150502840679,0.509194016456604
Manchester United FC vs Liverpool FC,Manchester United FC,Liverpool FC,2026-05-03 14:30:00+00:00,Away Win,0.599145770072937,2.98,0.33557046979865773,0.2635753002742793,0.7854543948173522,9.917353469916064,0.599145770072937
Aston Villa FC vs Tottenham Hotspur FC,Aston Villa FC,Tottenham Hotspur FC,2026-05-03 18:00:00+00:00,Away Win,0.42657923698425293,3.5,0.2857142857142857,0.14086495126996723,0.49302732944488525,4.9302732944488525,0.42657923698425293
Liverpool FC vs Chelsea FC,Liverpool FC,Chelsea FC,2026-05-09 11:30:00+00:00,Home Win,0.7463911771774292,1.95,0.5128205128205129,0.2335706643569163,0.4554627954959869,11.985863039368077,0.7463911771774292
Everton FC vs Manchester City FC,Everton FC,Manchester City FC,2026-05-04 19:00:00+00:00,Draw,0.28117579221725464,5.1,0.19607843137254904,0.0850973608447056,0.4339965403079986,2.646320367731699,0.581375241279602
Aston Villa FC vs Tottenham Hotspur FC,Aston Villa FC,Tottenham Hotspur FC,2026-05-03 18:00:00+00:00,Draw,0.3422539234161377,3.85,0.2597402597402597,0.08251366367587798,0.31767760515213017,2.786645659229212,0.42657923698425293
Burnley FC vs Aston Villa FC,Burnley FC,Aston Villa FC,2026-05-10 13:00:00+00:00,Draw,0.31109315156936646,4.2,0.23809523809523808,0.07299791347412837,0.30659123659133913,2.395244035869837,0.509194016456604
Nottingham Forest FC vs Newcastle United FC,Nottingham Forest FC,Newcastle United FC,2026-05-10 13:00:00+00:00,Home Win,0.509194016456604,2.5,0.4,0.10919401645660398,0.27298504114151,4.5497506856918335,0.509194016456604
Chelsea FC vs Nottingham Forest FC,Chelsea FC,Nottingham Forest FC,2026-05-04 14:00:00+00:00,Home Win,0.7259930968284607,1.72,0.5813953488372093,0.14459774799125136,0.24870812654495233,8.635698838366402,0.7259930968284607
Crystal Palace FC vs Everton FC,Crystal Palace FC,Everton FC,2026-05-10 13:00:00+00:00,Away Win,0.42657923698425293,2.76,0.3623188405797102,0.06426039640454273,0.17735869407653804,2.519299631769006,0.42657923698425293
Manchester City FC vs Brentford FC,Manchester City FC,Brentford FC,2026-05-09 16:30:00+00:00,Home Win,0.8539887070655823,1.37,0.7299270072992701,0.1240616997663122,0.1699645286798478,11.484089775665387,0.8539887070655823
