match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Brighton & Hove Albion FC vs Wolverhampton Wanderers FC,Brighton & Hove Albion FC,Wolverhampton Wanderers FC,2026-05-09 14:00:00+00:00,Away Win,0.599145770072937,9.0,0.1111111111111111,0.4880346589618259,4.392311930656433,13.725974783301353,0.599145770072937
Everton FC vs Manchester City FC,Everton FC,Manchester City FC,2026-05-04 19:00:00+00:00,Home Win,0.581375241279602,7.0,0.14285714285714285,0.4385180984224592,3.0696266889572144,12.790111203988394,0.581375241279602
Sunderland AFC vs Manchester United FC,Sunderland AFC,Manchester United FC,2026-05-09 14:00:00+00:00,Home Win,0.9457205533981323,4.1,0.24390243902439027,0.7018181143737421,2.8774542689323424,23.2052763623576,0.9457205533981323
Wolverhampton Wanderers FC vs Sunderland AFC,Wolverhampton Wanderers FC,Sunderland AFC,2026-05-02 14:00:00+00:00,Home Win,0.7463911771774292,3.95,0.2531645569620253,0.4932266202154039,1.9482451498508455,16.510552117380044,0.7463911771774292
Manchester United FC vs Liverpool FC,Manchester United FC,Liverpool FC,2026-05-03 14:30:00+00:00,Away Win,0.599145770072937,3.1,0.3225806451612903,0.2765651249116467,0.8573518872261048,10.206570086025057,0.599145770072937
Newcastle United FC vs Brighton & Hove Albion FC,Newcastle United FC,Brighton & Hove Albion FC,2026-05-02 14:00:00+00:00,Home Win,0.5788708329200745,2.68,0.3731343283582089,0.20573650456186554,0.5513738322257996,8.20496774145535,0.5788708329200745
Liverpool FC vs Chelsea FC,Liverpool FC,Chelsea FC,2026-05-09 11:30:00+00:00,Home Win,0.7463911771774292,1.97,0.5076142131979695,0.2387769639794597,0.4703906190395355,12.123469562874627,0.7463911771774292
Everton FC vs Manchester City FC,Everton FC,Manchester City FC,2026-05-04 19:00:00+00:00,Draw,0.28117579221725464,5.1,0.19607843137254904,0.0850973608447056,0.4339965403079986,2.646320367731699,0.581375241279602
Aston Villa FC vs Tottenham Hotspur FC,Aston Villa FC,Tottenham Hotspur FC,2026-05-03 18:00:00+00:00,Away Win,0.42657923698425293,3.35,0.29850746268656714,0.1280717742976858,0.42904044389724727,4.564260041460077,0.42657923698425293
Arsenal FC vs Fulham FC,Arsenal FC,Fulham FC,2026-05-02 16:30:00+00:00,Draw,0.28117579221725464,4.7,0.2127659574468085,0.06840983477044613,0.32152622342109693,2.1724744825749793,0.581375241279602
Aston Villa FC vs Tottenham Hotspur FC,Aston Villa FC,Tottenham Hotspur FC,2026-05-03 18:00:00+00:00,Draw,0.3422539234161377,3.75,0.26666666666666666,0.07558725674947103,0.28345221281051636,2.5768382982774214,0.42657923698425293
Chelsea FC vs Nottingham Forest FC,Chelsea FC,Nottingham Forest FC,2026-05-04 14:00:00+00:00,Home Win,0.7259930968284607,1.73,0.5780346820809249,0.1479584147475358,0.25596805751323704,8.76602936689168,0.7259930968284607
Manchester City FC vs Brentford FC,Manchester City FC,Brentford FC,2026-05-09 16:30:00+00:00,Home Win,0.8539887070655823,1.35,0.7407407407407407,0.11324796632484158,0.15288475453853617,10.920339609895438,0.8539887070655823
Brentford FC vs West Ham United FC,Brentford FC,West Ham United FC,2026-05-02 14:00:00+00:00,Home Win,0.5788708329200745,1.92,0.5208333333333334,0.05803749958674109,0.1114319992065429,3.0280434566995353,0.5788708329200745
