match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Burnley FC vs Manchester City FC,Burnley FC,Manchester City FC,2026-04-22 19:00:00+00:00,Home Win,0.509194016456604,23.0,0.043478260869565216,0.4657157555870388,10.711462378501892,12.172116339206696,0.509194016456604
Wolverhampton Wanderers FC vs Tottenham Hotspur FC,Wolverhampton Wanderers FC,Tottenham Hotspur FC,2026-04-25 14:00:00+00:00,Home Win,0.7463911771774292,4.6,0.2173913043478261,0.528999872829603,2.433399415016174,16.89860704872343,0.7463911771774292
Burnley FC vs Manchester City FC,Burnley FC,Manchester City FC,2026-04-22 19:00:00+00:00,Draw,0.31109315156936646,10.0,0.1,0.21109315156936645,2.1109315156936646,5.863698654704623,0.509194016456604
Sunderland AFC vs Nottingham Forest FC,Sunderland AFC,Nottingham Forest FC,2026-04-24 19:00:00+00:00,Home Win,0.9457205533981323,2.86,0.3496503496503497,0.5960702037477826,1.7047607827186584,22.91345138062713,0.9457205533981323
Manchester United FC vs Brentford FC,Manchester United FC,Brentford FC,2026-04-27 19:00:00+00:00,Away Win,0.599145770072937,4.1,0.24390243902439027,0.3552433310485468,1.4564976572990416,11.74594884918582,0.599145770072937
West Ham United FC vs Everton FC,West Ham United FC,Everton FC,2026-04-25 14:00:00+00:00,Home Win,0.8539887070655823,2.56,0.390625,0.4633637070655823,1.1862110900878906,19.009793110382862,0.8539887070655823
Fulham FC vs Aston Villa FC,Fulham FC,Aston Villa FC,2026-04-25 11:30:00+00:00,Home Win,0.6593955755233765,2.66,0.37593984962406013,0.28345572589931634,0.7539922308921816,11.355304682111168,0.6593955755233765
Brighton & Hove Albion FC vs Chelsea FC,Brighton & Hove Albion FC,Chelsea FC,2026-04-21 19:00:00+00:00,Away Win,0.599145770072937,2.8,0.35714285714285715,0.24200291293007986,0.6776081562042235,9.411224391725328,0.599145770072937
Arsenal FC vs Newcastle United FC,Arsenal FC,Newcastle United FC,2026-04-25 16:30:00+00:00,Draw,0.28117579221725464,4.8,0.20833333333333334,0.0728424588839213,0.34964380264282213,2.3002881752817244,0.581375241279602
Liverpool FC vs Crystal Palace FC,Liverpool FC,Crystal Palace FC,2026-04-25 14:00:00+00:00,Home Win,0.7463911771774292,1.5,0.6666666666666666,0.07972451051076257,0.1195867657661438,5.97933828830719,0.7463911771774292
