match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Manchester United FC vs Fulham FC,Manchester United FC,Fulham FC,2026-02-01 14:00:00+00:00,Away Win,0.599145770072937,5.7,0.17543859649122806,0.42370717358170895,2.415130889415741,12.846440901147558,0.599145770072937
Brighton & Hove Albion FC vs Everton FC,Brighton & Hove Albion FC,Everton FC,2026-01-31 15:00:00+00:00,Away Win,0.599145770072937,4.3,0.23255813953488372,0.3665876305380533,1.576326811313629,11.941869782679008,0.599145770072937
Leeds United FC vs Nottingham Forest FC,Leeds United FC,Nottingham Forest FC,2026-02-06 20:00:00+00:00,Away Win,0.5675145983695984,3.3,0.30303030303030304,0.26448429533929535,0.8727981746196747,9.48693668064864,0.5675145983695984
Sunderland AFC vs Burnley FC,Sunderland AFC,Burnley FC,2026-02-02 20:00:00+00:00,Home Win,0.9457205533981323,1.84,0.5434782608695652,0.40224229252856714,0.7401258182525635,22.027554114659626,0.9457205533981323
Aston Villa FC vs Brentford FC,Aston Villa FC,Brentford FC,2026-02-01 14:00:00+00:00,Away Win,0.42657923698425293,3.9,0.25641025641025644,0.1701689805739965,0.6636590242385865,5.7211984848154005,0.42657923698425293
Liverpool FC vs Newcastle United FC,Liverpool FC,Newcastle United FC,2026-01-31 20:00:00+00:00,Home Win,0.7463911771774292,1.85,0.5405405405405405,0.20585063663688874,0.3808236777782441,11.200696405242473,0.7463911771774292
Aston Villa FC vs Brentford FC,Aston Villa FC,Brentford FC,2026-02-01 14:00:00+00:00,Draw,0.3422539234161377,3.75,0.26666666666666666,0.07558725674947103,0.28345221281051636,2.5768382982774214,0.42657923698425293
Leeds United FC vs Arsenal FC,Leeds United FC,Arsenal FC,2026-01-31 15:00:00+00:00,Draw,0.2823346257209778,4.4,0.22727272727272727,0.05506189844825052,0.24227235317230233,1.7814143615610463,0.5675145983695984
Chelsea FC vs West Ham United FC,Chelsea FC,West Ham United FC,2026-01-31 17:30:00+00:00,Home Win,0.7259930968284607,1.55,0.6451612903225806,0.08083180650588007,0.1252893000841141,5.6949681856415495,0.7259930968284607
