match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Sunderland AFC vs Chelsea FC,Sunderland AFC,Chelsea FC,2026-05-24 15:00:00+00:00,Home Win,0.9457205533981323,3.65,0.273972602739726,0.6717479506584063,2.4518800199031827,23.13094358399229,0.9457205533981323
Brighton & Hove Albion FC vs Manchester United FC,Brighton & Hove Albion FC,Manchester United FC,2026-05-24 15:00:00+00:00,Away Win,0.599145770072937,3.7,0.27027027027027023,0.3288754998026668,1.216839349269867,11.267031011758027,0.599145770072937
Fulham FC vs Newcastle United FC,Fulham FC,Newcastle United FC,2026-05-24 15:00:00+00:00,Home Win,0.6593955755233765,3.1,0.3225806451612903,0.33681493036208615,1.044126284122467,12.430074810981749,0.6593955755233765
Tottenham Hotspur FC vs Everton FC,Tottenham Hotspur FC,Everton FC,2026-05-24 15:00:00+00:00,Away Win,0.5848814845085144,3.3,0.30303030303030304,0.28185118147821137,0.9301088988780974,10.109879335631494,0.5848814845085144
West Ham United FC vs Leeds United FC,West Ham United FC,Leeds United FC,2026-05-24 15:00:00+00:00,Home Win,0.8539887070655823,2.24,0.4464285714285714,0.4075601356370109,0.9129347038269044,18.405941609413393,0.8539887070655823
Crystal Palace FC vs Arsenal FC,Crystal Palace FC,Arsenal FC,2026-05-24 15:00:00+00:00,Home Win,0.23116686940193176,8.0,0.125,0.10616686940193176,0.8493349552154541,3.033339125769479,0.42657923698425293
Crystal Palace FC vs Arsenal FC,Crystal Palace FC,Arsenal FC,2026-05-24 15:00:00+00:00,Draw,0.3422539234161377,5.2,0.1923076923076923,0.1499462311084454,0.7797204017639161,4.641192867642357,0.42657923698425293
Chelsea FC vs Tottenham Hotspur FC,Chelsea FC,Tottenham Hotspur FC,2026-05-19 19:15:00+00:00,Home Win,0.7259930968284607,2.0,0.5,0.2259930968284607,0.4519861936569214,11.299654841423035,0.7259930968284607
Liverpool FC vs Brentford FC,Liverpool FC,Brentford FC,2026-05-24 15:00:00+00:00,Home Win,0.7463911771774292,1.8,0.5555555555555556,0.19083562162187362,0.3435041189193726,10.734503716230394,0.7463911771774292
Burnley FC vs Wolverhampton Wanderers FC,Burnley FC,Wolverhampton Wanderers FC,2026-05-24 15:00:00+00:00,Home Win,0.509194016456604,2.55,0.3921568627450981,0.11703715371150591,0.2984447419643401,4.813624870392584,0.509194016456604
Manchester City FC vs Aston Villa FC,Manchester City FC,Aston Villa FC,2026-05-24 15:00:00+00:00,Home Win,0.8539887070655823,1.36,0.7352941176470588,0.11869458941852351,0.16142464160919195,11.210044556193882,0.8539887070655823
